//
///////////////////////////////////////////EXTRASUNNY_LA
//
//	Amb					Amb_Obj				Dir					Sky top				Sky bot				SunCore				SunCorona			SunSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1				Alpha2		RGB2			CloudAlpha		IntensityLimit		WaterFogAlpha	DirMult
	22	22	22			220	212	130			255	255	255			0	23	24			0	31	32			255	128	0			5	0	0			0		0		0.3			200		100			0			400			100			0.9				30	20	0			3	3	3			85	85	65	240		127		87	87	87			127			60	121	122		0				90					0				1
	22	22	22			214	208	132			255	255	255			0	22	23			0	31	32			255	128	0			55	25	0			0		0		0.2			190		100			0			400			100			0.9				31	17	2			7	8	9			78	88	72	240		127		85	85	85			127			60	134	135		0				90					0				1
	22	22	22			209	204	134			255	255	255			0	21	22			0	31	32			255	128	0			105	51	0			0		0		0.2			180		100			0			400			100			0.9				32	15	4			12	13	16			72	92	80	240		127		84	84	84			127			60	148	149		0				90					0				1
	22	22	22			204	201	137			255	255	255			0	21	21			0	31	32			255	128	0			155	76	0			0		0		0.2			170		100			0			400			100			0.9				33	13	6			17	19	22			65	96	88	240		127		82	82	82			127			60	162	162		0				90					0				1
	22	22	22			199	197	139			255	255	255			0	20	20			0	31	32			255	128	0			205	102	0			0		0		0.2			160		100			0			400			100			0.9				34	11	8			22	24	29			59	100	96	240		127		81	81	81			127			60	176	176		0				90					0				1
	22	22	22			194	194	142			255	255	255			0	20	20			0	31	32			255	128	0			255	128	0			0		0		0.2			150		100			0			400			100			0.9				35	9	10			27	30	36			53	104	104	240		127		80	80	80			127			60	190	190		0				90					0				1
	22	22	22			210	194	182			255	255	255			90	205	255			200	144	85			255	128	0			255	128	0			0		0		0.3			140		93			0			800			100			0.8				100	34	25			120	92	88			90	170	170	240		127		86	86	86			127			149	94	0		25				120					0				1
	5	0	0			210	194	182			255	255	255			90	205	255			90	200	255			255	255	255			255	255	255			0		0		0.3			100		50			75			800			100			0.4				120	40	40			159	142	106			145	170	170	240		127		133	106	70			127			96	61	15		25				180					0				1
	6	0	0			210	194	182			255	255	255			85	187	246			79	183	243			255	255	255			255	255	255			0		0		0.2			127		40			98			800			82			0.3				104	38	36			156	146	121			134	170	170	240		127		119	98	65			127			110	74	24		25				180					0				1
	7	0	0			210	194	182			255	255	255			81	169	237			68	166	232			255	255	255			255	255	255			0		0		0.1			154		30			121			800			64			0.2				89	37	33			153	150	136			123	170	170	240		127		106	90	61			127			124	88	33		25				180					0				1
	8	0	0			210	194	182			255	255	255			76	152	228			57	150	221			255	255	255			255	255	255			0		0		0.1			181		19			144			800			45			0.05				74	36	29			150	155	152			112	170	170	240		127		92	82	56			127			138	101	42		25				180					0				1
	9	0	0			210	194	182			255	255	255			72	134	219			46	133	210			255	255	255			255	255	255			0		0		0			208		9			167			800			27			-0.05				59	35	26			147	159	167			101	170	170	240		127		79	74	52			127			152	115	51		25				180					0				1
	11	0	0			210	194	182			255	255	255			68	117	210			36	117	199			255	255	255			255	255	255			0		0		0			236		0			190			800			10			-0.05				44	34	23			145	164	183			90	170	170	240		127		66	66	48			127			166	129	60		25				180					0				1
	10	0	0			216	202	182			255	255	255			68	117	210			36	117	198			250	231	218			236	226	218			0		0		0			218		5			173			800			10			0.05				54	34	25			152	158	170			84	159	159	240		127		74	74	56			127			154	117	52		25				180					0				1
	10	1	1			222	211	182			255	255	255			68	117	210			36	117	197			245	207	182			217	197	182			0		0		0			200		11			157			800			10			0.2				65	35	27			160	152	158			78	149	149	240		127		82	82	64			127			143	106	45		25				180					0				1
	9	2	2			229	220	182			255	255	255			68	117	210			36	117	196			240	183	145			198	169	145			0		0		0			181		17			140			800			10			0.2				76	36	30			168	146	145			72	138	138	240		127		90	90	73			127			131	95	38		25				180					0				1
