//
///////////////////////////////////////////EXTRASUNNY_LA
//
//	Amb					Amb_Obj				Dir					Sky top				Sky bot				SunCore				SunCorona			SunSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1				Alpha2		RGB2			CloudAlpha		IntensityLimit		WaterFogAlpha	DirMult
	22	22	22			220	212	130			255	255	255			0	0	0			0	0	34			0	0	0			5	0	0			0		0		0.3			200		100			0			1800			100			0.9				30	20	0			3	3	3			85	85	65	240		255		87	87	87			255			60	121	122		0				90					0				1
	22	22	22			214	208	132			255	255	255			0	0	0			0	0	35			0	0	0			4	0	0			0		0		0.2			190		100			0			1840			100			0.9				24	16	0			2	2	2			78	88	72	240		255		85	85	85			255			60	134	135		0				90					0				1
	22	22	22			209	204	134			255	255	255			0	0	0			0	0	37			0	0	0			3	0	0			0		0		0.2			180		100			0			1880			100			0.9				18	12	0			1	1	1			72	92	80	240		255		84	84	84			255			60	148	149		0				90					0				1
	22	22	22			204	201	137			255	255	255			0	0	0			0	0	39			0	0	0			1	0	0			0		0		0.2			170		100			0			1920			100			0.9				11	7	0			1	1	1			65	96	88	240		255		82	82	82			255			60	162	162		0				90					0				1
	22	22	22			199	197	139			255	255	255			0	0	0			0	0	41			0	0	0			0	0	0			0		0		0.2			160		100			0			1960			100			0.9				5	3	0			0	0	0			59	100	96	240		255		81	81	81			255			60	176	176		0				90					0				1
	22	22	22			194	194	142			255	255	255			0	0	0			0	0	43			0	0	0			0	0	0			0		0		0.2			150		100			0			2000			100			0.9				0	0	0			0	0	0			53	104	104	240		255		80	80	80			255			60	190	190		0				90					0				1
	22	22	22			210	194	182			255	255	255			52	73	88			255	146	36			255	128	0			255	128	0			0		0		0.3			140		93			0			2300			100			0.8				0	0	0			243	129	52			90	170	170	240		255		86	86	86			255			149	94	0		25				120					0				1
	5	0	0			255	181	106			255	255	255			55	55	255			113	137	255			255	255	255			255	255	255			0		0		0.3			100		50			75			2300			100			0.4				0	0	0			255	255	255			145	170	170	240		255		133	106	70			255			96	61	15		25				180					0				1
	6	0	0			242	183	123			255	255	255			56	56	255			113	137	255			255	255	255			255	255	255			0		0		0.2			127		40			98			2300			80			0.3				0	0	0			255	255	255			134	170	170	240		255		119	98	65			255			110	74	24		25				180					0				1
	7	0	0			229	185	140			255	255	255			58	58	255			113	137	255			255	255	255			255	255	255			0		0		0.1			154		30			121			2300			61			0.2				0	0	0			255	255	255			123	170	170	240		255		106	90	61			255			124	88	33		25				180					0				1
	8	0	0			217	187	157			255	255	255			60	60	255			113	137	255			255	255	255			255	255	255			0		0		0.1			181		19			144			2300			41			0.05				0	0	0			255	255	255			112	170	170	240		255		92	82	56			255			138	101	42		25				180					0				1
	9	0	0			204	189	174			255	255	255			62	62	255			113	137	255			255	255	255			255	255	255			0		0		0			208		9			167			2300			22			-0.05				0	0	0			255	255	255			101	170	170	240		255		79	74	52			255			152	115	51		25				180					0				1
	11	0	0			192	192	192			255	255	255			64	64	255			113	137	255			255	255	255			255	255	255			0		0		0			236		0			190			2300			3			-0.05				0	0	0			255	255	255			90	170	170	240		255		66	66	48			255			166	129	60		25				180					0				1
	10	0	0			201	201	190			255	255	255			59	59	255			111	136	254			255	255	255			255	255	255			0		0		0			218		5			173			2300			4			0.05				0	0	0			246	246	246			84	159	159	240		255		74	74	56			255			154	117	52		25				180					0				1
	10	1	1			210	210	189			255	255	255			55	55	255			109	135	254			255	255	255			255	255	255			0		0		0			200		11			157			2300			5			0.2				0	0	0			237	237	237			78	149	149	240		255		82	82	64			255			143	106	45		25				180					0				1
	9	2	2			219	219	187			255	255	255			51	51	255			108	134	254			255	255	255			255	255	255			0		0		0			181		17			140			2300			6			0.2				0	0	0			228	228	228			72	138	138	240		255		90	90	73			255			131	95	38		25				180					0				1
	9	2	2			228	228	186			255	255	255			46	46	255			106	134	253			255	255	255			255	255	255			0		0		0			164		22			124			2300			7			0.3				0	0	0			219	219	219			67	128	128	240		255		99	99	81			255			120	83	31		25				180					0				1
	8	3	3			237	237	184			255	255	255			42	42	255			105	133	253			255	255	255			255	255	255			0		0		0			146		28			107			2300			8			0.4				0	0	0			210	210	210			61	117	117	240		255		107	107	90			255			108	72	24		25				180					0				1
	8	4	4			246	246	183			255	255	255			38	38	255			103	132	253			255	255	255			255	255	255			0		0		0			128		34			91			2300			9			0.6				0	0	0			201	201	201			55	107	107	240		255		115	115	98			255			97	61	17		25				180					0				1
	8	5	5			255	255	182			255	255	255			34	34	255			102	132	253			255	255	255			255	255	255			0		0		0			110		40			75			2300			10			0.8				0	0	0			192	192	192			50	97	97	240		255		124	124	107			255			86	50	10		25				180					0				1
	25	14	14			210	194	182			255	255	255			250	99	163			255	128	0			255	128	0			255	128	0			0		0		0.4			100		60			0			2300			10			0.9				0	0	0			128	0	64			67	67	67	240		255		81	85	40			255			66	27	0		25				140					0				1
	23	17	17			210	194	182			255	255	255			125	49	81			127	64	20			127	64	0			130	68	0			0		0		0.3			130		80			0			2050			10			0.9				0	0	0			104	40	72			67	67	64	240		255		145	114	62			255			71	39	0		25				115					0				1
	21	20	20			210	194	182			255	255	255			0	0	0			0	0	40			0	0	0			5	8	0			0		0		0.3			160		100			0			1800			10			0.9				0	0	0			81	81	81			67	67	62	240		255		209	143	84			255			76	51	0		25				90					0				1
	21	21	21			215	203	156			255	255	255			0	0	0			0	0	37			0	0	0			5	4	0			0		0		0.3			180		100			0			1800			55			0.9				15	10	0			42	42	42			76	76	63	240		255		148	115	85			255			68	86	61		12				90					0				1
//
///////////////////////////////////////////SUNNY_LA
//
//	Amb					Amb_Obj				Dir					Sky top				Sky bot				SunCore				SunCorona			SunSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1				Alpha2		RGB2			CloudAlpha		IntensityLimit		WaterFogAlpha	DirMult
	0	20	20			210	194	182			255	255	255			0	0	0			0	0	34			0	0	0			5	0	0			0		0		0.4			200		100			0			1800			100			0.9				0	0	0			3	3	3			85	85	65	240		255		110	126	210			255			0	81	104		55				220					0				1
	1	20	20			210	194	182			255	255	255			0	0	0			0	0	35			0	0	0			4	0	0			0		0		0.4			190		100			0			1840			100			0.9				0	0	0			2	2	2			73	78	62	240		255		108	127	213			255			0	81	102		62				220					0				1
	2	20	20			210	194	182			255	255	255			0	0	0			0	0	37			0	0	0			3	0	0			0		0		0.5			180		100			0			1880			100			0.9				0	0	0			1	1	1			61	71	59	240		255		106	128	216			255			1	82	100		69				220					0				1
	3	20	20			210	194	182			255	255	255			0	0	0			0	0	39			0	0	0			1	0	0			0		0		0.6			170		100			0			1920			100			0.9				0	0	0			1	1	1			48	64	57	240		255		105	129	220			255			2	83	98		76				220					0				1
	4	20	20			210	194	182			255	255	255			0	0	0			0	0	41			0	0	0			0	0	0			0		0		0.7			160		100			0			1960			100			0.9				0	0	0			0	0	0			37	57	54	240		255		103	130	223			255			3	84	96		83				220					0				1
	6	20	20			210	194	182			255	255	255			0	0	0			0	0	43			0	0	0			0	0	0			0		0		0.8			150		100			0			2000			100			0.9				0	0	0			0	0	0			25	51	52	240		255		102	132	227			255			4	85	95		90				220					0				1
	22	17	8			210	194	182			255	255	255			52	73	88			255	146	36			255	128	0			255	128	0			0		0		0.2			140		93			0			2300			100			0.8				0	0	0			243	129	52			90	170	170	240		255		86	86	86			255			149	94	0		177				220					0				1
	12	4	0			255	181	106			255	255	255			55	55	255			113	137	255			255	255	255			255	255	255			0		0		0			211		0			149			2300			100			0.4				0	0	0			255	255	255			145	170	170	240		255		58	110	115			255			123	70	14		177				220					0				1
	12	5	0			242	183	123			255	255	255			53	56	254			113	137	255			255	255	255			255	255	255			0		0		0			216		0			157			2300			80			0.3				0	0	0			255	255	255			134	170	170	240		255		60	112	116			255			130	73	15		159				220					0				1
	12	6	0			229	185	140			255	255	255			51	57	254			113	137	255			255	255	255			255	255	255			0		0		0			221		0			165			2300			61			0.2				0	0	0			255	255	255			123	170	170	240		255		62	114	117			255			137	77	16		141				220					0				1
	12	7	0			217	187	157			255	255	255			49	59	254			113	137	255			255	255	255			255	255	255			0		0		0			226		0			173			2300			41			0.05				0	0	0			255	255	255			112	170	170	240		255		65	116	118			255			145	80	18		123				220					0				1
	12	8	0			204	189	174			255	255	255			47	60	254			113	137	255			255	255	255			255	255	255			0		0		0			231		0			181			2300			22			-0.05				0	0	0			255	255	255			101	170	170	240		255		67	118	119			255			152	84	19		105				220					0				1
	12	10	0			192	192	192			255	255	255			46	62	254			113	137	255			255	255	255			255	255	255			0		0		0			236		0			190			2300			3			-0.05				0	0	0			255	255	255			90	170	170	240		255		70	121	120			255			160	88	21		88				220					0				1
	12	10	0			194	192	190			255	255	255			42	59	252			111	136	254			255	255	255			255	255	255			0		0		0			218		5			173			2300			16			0.05				0	0	0			246	246	246			84	159	159	240		255		72	121	119			255			153	84	19		88				220					0				1
	13	10	0			197	192	189			255	255	255			38	57	250			109	135	254			255	255	255			255	255	255			0		0		0			200		11			157			2300			30			0.2				0	0	0			237	237	237			78	149	149	240		255		75	121	118			255			146	80	17		88				220					0				1
	13	10	0			199	192	187			255	255	255			34	55	248			108	134	254			255	255	255			255	255	255			0		0		0			181		17			140			2300			44			0.2				0	0	0			228	228	228			72	138	138	240		255		78	121	117			255			140	76	16		88				220					0				1
	14	10	0			202	193	186			255	255	255			30	53	247			106	134	253			255	255	255			255	255	255			0		0		0			164		22			124			2300			58			0.3				0	0	0			219	219	219			67	128	128	240		255		81	122	116			255			133	72	14		88				220					0				1
	14	10	0			204	193	184			255	255	255			26	51	245			105	133	253			255	255	255			255	255	255			0		0		0			146		28			107			2300			72			0.4				0	0	0			210	210	210			61	117	117	240		255		84	122	115			255			127	68	13		88				220					0				1
	15	10	0			207	193	183			255	255	255			22	49	243			103	132	253			255	255	255			255	255	255			0		0		0			128		34			91			2300			86			0.6				0	0	0			201	201	201			55	107	107	240		255		87	122	114			255			120	64	11		88				220					0				1
	16	10	0			210	194	182			255	255	255			19	47	242			102	132	253			255	255	255			255	255	255			0		0		0			110		40			75			2300			100			0.8				0	0	0			192	192	192			50	97	97	240		255		90	123	113			255			114	61	10		88				220					0				1
	12	10	4			255	158	62			255	255	255			251	96	142			255	128	0			255	128	0			255	128	0			0		0		0.2			100		60			0			0			0			0.9				0	0	0			128	0	64			67	67	67	240		255		129	93	71			255			66	27	0		177				220					0				1
	17	15	7			232	176	122			255	255	255			125	48	71			127	64	20			127	64	0			130	68	0			0		0		0.3			130		80			0			2050			42			0.9				0	0	0			104	40	72			67	67	64	240		255		129	46	35			255			66	66	0		144				140					0				1
	22	20	10			210	194	182			255	255	255			0	0	0			0	0	40			0	0	0			5	8	0			0		0		0.4			160		100			0			1800			41			0.9				0	0	0			81	81	81			67	67	62	240		255		129	0	0			255			66	106	0		111				60					0				1
	11	20	15			210	194	182			255	255	255			0	0	0			0	0	37			0	0	0			5	4	0			0		0		0.4			180		100			0			1800			70			0.9				0	0	0			42	42	42			76	76	63	240		255		119	63	105			255			33	93	52		83				140					0				1
//
///////////////////////////////////////////EXTRASUNNY_SMOG_LA
//
//	Amb					Amb_Obj				Dir					Sky top				Sky bot				SunCore				SunCorona			SunSz	SprSz	SprBght		Shdw	LightShd	PoleShd		FarClp		FogSt		LightOnGround	LowCloudsRGB		BottomCloudRGB		WaterRGBA			Alpha1	RGB1				Alpha2		RGB2			CloudAlpha		IntensityLimit		WaterFogAlpha	DirMult
	33	33	33			249	244	235			255	255	255			0	0	0			0	0	34			0	0	0			5	0	0			0		0		0.9			200		102			0			1800			100			0.9				30	20	0			3	3	3			85	85	65	240		255		50	61	114			255			14	46	55		25				80					0				1
	30	33	33			241	234	224			255	255	255			0	0	0			0	0	35			0	0	0			4	0	0			0		0		0.9			190		101			0			1840			90			0.9				24	16	0			2	2	2			78	88	72	240		255		58	66	114			255			18	44	50		25				80					0				1
	28	33	33			233	224	213			255	255	255			0	0	0			0	0	37			0	0	0			3	0	0			0		0		0.9			180		101			0			1880			80			0.9				18	12	0			1	1	1			72	92	80	240		255		67	72	114			255			22	43	45		25				80					0				1
	26	33	33			225	214	203			255	255	255			0	0	0			0	0	39			0	0	0			1	0	0			0		0		0.9			170		100			0			1920			70			0.9				11	7	0			1	1	1			65	96	88	240		255		75	78	114			255			26	42	40		25				80					0				1
	24	33	33			217	204	192			255	255	255			0	0	0			0	0	41			0	0	0			0	0	0			0		0		0.9			160		100			0			1960			60			0.9				5	3	0			0	0	0			59	100	96	240		255		84	84	114			255			30	41	35		25				80					0				1
	22	33	33			210	194	182			255	255	255			0	0	0			0	0	43			0	0	0			0	0	0			0		0		0.9			150		100			0			2000			50			0.9				0	0	0			0	0	0			53	104	104	240		255		93	90	114			255			34	40	30		25				80					0				1
	20	16	16			210	194	182			255	255	255			52	75	88			255	146	36			255	128	0			255	128	0			0		0		0.4			140		93			0			2300			50			0.8				0	0	0			243	129	52			90	170	170	240		255		86	86	86			255			149	94	0		25				120					0				1
	11	7	1			255	181	106			255	255	255			55	55	255			113	137	255			255	255	255			255	255	255			0		0		0.8			100		50			75			2300			10			0.4				0	0	0			255	255	255			145	170	170	240		255		106	107	84			255			96	61	15		25				120					0				1
	11	7	1			242	183	123			255	255	255			53	56	254			113	137	255			255	255	255			255	255	255			0		0		0.7			127		40			98			2300			8			0.3				0	0	0			255	255	255			134	170	170	240		255		101	101	75			255			101	67	20		25				106					0				1
	12	7	1			229	185	140			255	255	255			51	57	254			113	137	255			255	255	255			255	255	255			0		0		0.6			154		30			121			2300			7			0.2				0	0	0			255	255	255			123	170	170	240		255		96	96	67			255			107	74	25		25				92					0				1
